Customer_id,Transaction_amount,Mobile_no,Transaction_datetime
244,6954,7593586472,1645981562000
245,8615,8739252124,1650014949000
246,4695,5317925932,1636548241000
247,5190,5161549904,1644368745000
248,3543,4087974804,1642140152000
249,3547,2311728148,1638720350000
250,9564,2957386585,1640239651000
251,4181,5290977279,1663696298000
252,6821,9188176673,1639435590000
253,7256,2527860931,1649395329000
254,8588,7072335870,1665349669000
255,5318,4944196172,1635325724000
256,2791,5211973038,1646205996000
257,3780,6783049930,1649147639000
258,2093,2621991394,1646191765000
259,9304,2293018474,1636238659000
260,4367,2574033671,1637885321000
261,6645,0648238784,1648308948000
262,5473,1250402700,1651794490000
263,3989,8282152331,1650959886000
264,3334,5084553884,1650035486000
265,7219,6960504724,1640808595000
266,6365,8248321789,1656464041000
267,2709,9999558070,1641363951000
268,2965,2353293905,1655298094000
269,6620,7571439523,1661120800000
270,8092,5588770757,1646491573000
271,2037,2700766512,1650546360000
272,6363,9354917526,1637400479000
273,8074,2266999281,1666671963000
274,1093,2022400542,1657340602000
275,9409,5297350107,1638999262000
276,1115,1306237793,1651582019000
277,9757,6053855820,1658357636000
278,4324,3330756845,1638752753000
279,9178,9238845115,1657890172000
280,3679,1847909736,1653945624000
281,3665,7860689391,1650036132000
282,9950,4546081103,1649543661000
283,7178,5392176852,1664598600000
284,5074,9482970098,1648005514000
285,8648,8177503960,1657516264000
286,3603,0746315899,1643786609000
287,9078,2334693510,1652223896000
288,9519,7058084467,1651434251000
289,2479,2146730617,1665691581000
290,8678,8496410854,1643021757000
291,3189,8574235210,1655603559000
292,5535,2582313866,1654961363000
293,7529,6984397863,1665499427000
294,5228,1573388904,1640589462000
295,1585,2445614007,1658243191000
296,3172,2401894853,1660379330000
297,3637,8312621334,1658261793000
298,1317,3268229913,1640845194000
299,9307,1275593844,1652318204000
300,2619,3559872596,1658843861000
301,1767,2497376115,1666225837000
302,1327,2209106699,1655793212000
303,6691,1537002082,1662807616000
304,5308,6830798450,1650313931000
305,8215,5995968394,1645801401000
306,7312,6998563310,1642794825000
307,7973,8690931406,1658706029000
308,8628,4873517524,1645597454000
309,6498,8702996766,1662541127000
310,4550,2901384021,1664374732000
311,3395,3809523674,1639447992000
312,1404,1585665487,1639084794000
313,1012,9091474947,1638562310000
314,3170,3993047168,1666109692000
315,5324,2853625834,1645784442000
316,5684,0229978347,1641775799000
317,1032,2874857149,1643805334000
318,8988,5955366768,1644555692000
319,8602,9890589877,1645790950000
320,1235,8065458556,1660158852000
321,2673,8820892243,1642573780000
322,4875,9838865095,1647013334000
323,1256,4196904718,1642871970000
324,3278,2444470478,1660366461000
325,4212,3590742410,1645500436000
326,9384,9144420544,1659709052000
327,7501,6511197123,1649899599000
328,7171,4511953902,1655764119000
329,9924,8921594094,1646062789000
330,9307,3291428382,1654647923000
331,6955,5969673382,1640352393000
332,2023,3326623364,1640479544000
333,5098,5441179082,1636531250000
334,5984,4012395912,1664222961000
335,6519,6266879263,1639397488000
336,8987,0145940810,1653892532000
337,6079,7952868446,1661088045000
338,1881,3850850390,1654693785000
339,1629,4322766404,1664070490000
340,3777,5610597692,1636027541000
341,6108,0650627334,1664841086000
342,5500,8148699348,1652587546000
343,4266,4162401187,1666317102000
344,5348,4078236456,1652166972000
345,3839,6165092888,1635698602000
346,5653,9801784156,1664262516000
347,7366,7855293264,1664985638000
348,6395,1623520940,1641326135000
349,2509,9274026102,1636165526000
350,9360,4456059796,1649168794000
351,5873,1122893418,1655243236000
352,1452,3515489134,1656861415000
353,8829,7634880736,1651863586000
354,1664,3346517268,1640612126000
355,9118,7426593622,1643336693000
356,5679,9010966933,1644655605000
357,9730,6468382211,1658004631000
358,8637,2469786169,1636424206000
359,1792,6211353324,1647506197000
360,8196,5179061180,1665518317000
361,3352,2721576410,1665918587000
362,3005,8996192074,1666417622000
363,4127,5595764686,1654154838000
364,6777,5686726582,1659882207000
365,7697,8619909835,1659894516000
366,3695,3626388425,1637562102000
367,8964,8154573113,1664048382000
368,4540,6920027593,1645839952000
369,7357,5366360544,1636492586000
370,9069,7709015131,1638062705000
371,4691,3248763604,1643451690000
372,9854,9960171884,1650192804000
373,5272,3946992331,1647289506000
374,2839,1393025390,1642437142000
375,3945,2909396010,1652694289000
376,3894,5046998521,1662517344000
377,4167,2703233078,1643608854000
378,5137,7480199007,1645424231000
379,7240,2173220713,1657604215000
380,9390,6635316485,1642927781000
381,1492,1019216794,1639217428000
382,1760,7435679259,1660843823000
383,8437,0631490981,1650489118000
384,3019,3554531669,1654493640000
385,2739,9703807860,1665301313000
386,4419,6137303284,1662103709000
387,9176,2930054956,1665180570000
388,4268,2329423322,1648424725000
389,3017,7444763240,1655441310000
390,5930,1923716344,1660111124000
391,5788,8907709106,1665055884000
392,7236,6642039629,1643888818000
393,2847,3679724322,1635223832000
394,5997,8043826978,1655479588000
395,2256,1690816996,1656274686000
396,8691,0737053119,1662220626000
397,5105,1357678843,1662103568000
398,2988,5880544761,1650968492000
399,9028,3915497339,1642095622000
400,6336,0175723699,1664101329000
401,9993,1792439091,1659424727000
402,6883,1869720407,1659525330000
403,1036,4101707405,1644735954000
404,9952,9607376730,1655426692000
405,5533,7942924009,1661133202000
406,3138,1350733806,1638461842000
407,5491,6739841012,1649664155000
408,3498,6708730464,1660732878000
409,3411,2828489051,1654151966000
410,5866,6041223913,1657413843000
411,9924,6288581496,1643571797000
412,1942,4149029229,1661308676000
413,3037,4156113043,1658668117000
414,1930,7058366292,1664997301000
415,9858,7721067448,1655129414000
416,7712,7360977525,1637366181000
417,2497,0343974185,1647941168000
418,3653,9006677264,1655686570000
419,7018,6335641720,1661453185000
420,1607,6320972157,1642646282000
421,2914,0604585438,1649007575000
422,8194,1774780461,1659070960000
423,6755,0814054447,1645752313000
424,2573,2909749509,1663121190000
425,7205,6099438033,1659659226000
426,4048,1037831640,1639014111000
427,9429,8757214441,1658931945000
428,2287,9326747123,1659216519000
429,7909,5701356957,1661608470000
430,6747,8960035661,1655850651000
431,8489,1286783399,1646149515000
432,4543,5882194199,1643316699000
433,3357,2129759238,1655750516000
434,7260,2006568175,1642016635000
435,8501,5447867096,1665660547000
436,1397,9422899044,1646750251000
437,7368,1727974026,1643159649000
438,1909,6074073686,1641767601000
439,7546,2973728843,1636010738000
440,9784,2438848340,1643865020000
441,9179,6460417105,1665689176000
442,6266,4682184563,1657232071000
443,2770,4850619819,1646133852000
444,2996,4816045503,1645342246000
445,2185,6486009853,1666084047000
446,3009,9600180636,1642777682000
447,8085,9324087339,1661941442000
448,9005,3919449053,1657484940000
449,1283,6293524063,1666119556000
450,3474,1183239343,1665732898000
451,4402,1816437212,1648948536000
452,3602,8711004274,1654483365000
453,6475,0325695857,1653968267000
454,4828,9319815755,1647816715000
455,8850,7715739898,1642569079000
456,5184,4031968752,1644857380000
457,8951,9987912311,1644958976000
458,2444,3455267572,1647906473000
459,9586,1212007824,1642977449000
460,5103,2479080668,1635338557000
461,2056,9018527602,1641332848000
462,7968,8943670818,1666719450000
463,6594,1120487439,1662962028000
464,3522,2078780855,1646112458000
465,2312,7963526444,1650315829000
466,7720,6250532544,1646453025000
467,8789,0931726476,1658692653000
468,3266,2957119412,1641328988000
469,3666,8253698305,1645108861000
470,5628,2965803149,1641779417000
471,5790,8588973871,1645115034000
472,1994,8342282791,1655402370000
473,8818,1782617434,1658098719000
474,1417,7554405306,1664805105000
475,8882,7186162967,1665270112000
476,9801,2408554152,1648325959000
477,4110,0851695841,1636640788000
478,3189,5104865088,1638015566000
479,3490,9802322245,1636086280000
480,2517,8648366763,1641958556000
481,6444,1687712549,1654499113000
482,1280,9842058344,1655294013000
483,2662,1201685680,1654594218000
484,1560,9558210005,1638191727000
485,5521,4341682350,1654059486000
486,3330,7655379416,1660426604000
487,6210,0690102666,1639566043000
488,2065,8749512579,1641825012000
489,3680,2443995038,1659454802000
490,7296,5573436465,1664580613000
491,7622,2782831410,1650443600000
492,9734,5475201617,1655111362000
493,6257,6741723730,1657909012000
494,1049,4009160799,1647296497000
495,4910,3436020699,1656513121000
496,3067,1598043862,1637712831000
497,7632,9697425078,1650758180000
498,9916,8970832556,1636658094000
499,6602,0987931687,1641689005000
500,3699,4595629095,1666418867000
501,6106,0991327934,1649780878000
502,9064,7364863591,1652540172000
503,4776,9734754556,1660220156000
504,7570,7050402648,1651162231000
505,6673,6582193627,1645416031000
506,1301,4461959740,1655165768000
507,5676,0603743269,1664352096000
508,9135,8176139912,1639058884000
509,5733,0160377927,1646655160000
510,7340,0388735198,1644176293000
511,1791,7181954938,1637351561000
512,5019,3158245957,1663176393000
513,5222,6871322094,1646427715000
514,5655,1398217107,1642242592000
515,7859,4800848474,1664128380000
516,1084,4916001958,1658636312000
517,1997,1130411818,1658469136000
518,4688,8950763478,1662322775000
519,6977,3898910113,1644260906000
520,3059,1351472690,1665589684000
521,3544,4696656365,1662878763000
522,3372,9940435223,1641902825000
523,1723,4139011807,1664133458000
524,1869,3489240456,1653998202000
525,8255,3030467538,1644438308000
526,5393,9377853117,1659219475000
527,7731,4652201648,1660377438000
528,7252,0726659495,1666155829000
529,1723,0049248707,1655776038000
530,8060,1016072635,1642249125000
531,2972,7624017326,1647313769000
532,3582,5356753942,1636668539000
533,9587,7893982977,1662199088000
534,3981,8408238248,1642626335000
535,3854,3972736460,1662749996000
536,5282,6835531851,1638008712000
537,2756,2911821904,1648941215000
538,5406,7056996604,1660476182000
539,8945,3473980706,1645127950000
540,8970,6915380469,1657615668000
541,6924,9229468932,1642442968000
542,6113,9357634460,1654781742000
543,4869,3180000252,1647590782000
544,9650,1713816164,1659634808000
545,9375,3145610430,1637904174000
546,7271,1987687388,1637214137000
547,9804,4181791513,1638666131000
548,4814,2098809751,1654067544000
549,8976,7682564040,1662351916000
550,5842,2922201473,1644447676000
551,4825,6102980913,1651803654000
552,8139,9985955137,1658737665000
553,2307,9959300536,1647287478000
554,6658,3183497298,1663551697000
555,7404,1622554353,1666726959000
556,9127,6888860442,1644245401000
557,3676,3850185265,1656221734000
558,9458,2313179664,1662628550000
559,1660,8309131305,1663013994000
560,3625,9343679076,1649277530000
561,2812,2308806877,1657252642000
562,1565,5054641394,1661334504000
563,9550,7576689366,1654467036000
564,9526,0795978065,1645593995000
565,9534,3789236608,1663986797000
566,7387,2596927217,1653125148000
567,7861,6796148320,1664711570000
568,8549,1157021743,1654186933000
569,2065,3105570454,1646264903000
570,6600,6685040149,1649202945000
571,1912,1135810575,1656963580000
572,5011,2060175488,1638514118000
573,9993,6601471461,1639819702000
574,3110,3428233603,1641336426000
575,1785,8271330047,1638995249000
576,7433,6233147786,1639159572000
577,7755,7569765915,1645482290000
578,1877,3499502690,1647263513000
579,6236,5078214208,1644548706000
580,1440,8096178296,1644881238000
581,8575,6320368152,1655964170000
582,2419,4793738346,1664675154000
583,6149,8643772216,1646841249000
584,8090,3933845769,1656497795000
585,3826,3696710822,1652737793000
586,5254,3396413024,1663313550000
587,5821,1482726912,1643160720000
588,6885,3068456398,1643001050000
589,3326,2172922854,1653553169000
590,7953,8541790630,1650692762000
591,1728,2187489825,1645972179000
592,5991,1953975631,1635692147000
593,2763,9167779735,1653285568000
594,4909,5884913419,1662452316000
595,7829,8967215436,1651961955000
596,5848,7296766298,1665898075000
597,5527,5037410169,1654192633000
598,2793,1053383525,1653961241000
599,9638,8132865308,1650876225000
600,9785,2286479399,1643046497000
601,6174,1603649344,1660099662000
602,6489,2173247999,1645884950000
603,7435,0918176670,1640719388000
604,7329,0025019201,1665995344000
605,2969,3187999565,1653091094000
606,2123,7075720546,1640409467000
607,1615,9225664583,1638971626000
608,7157,2964378274,1638046933000
609,7205,7987729515,1651549933000
610,7655,2269157834,1645257651000
611,3816,9814718599,1659620588000
612,7631,9218616943,1648522221000
613,9054,0862834376,1666395138000
614,5617,6881202741,1665138974000
615,8354,3140018967,1662915566000
616,5760,4284209752,1637985154000
617,5595,8508228503,1660457075000
618,1225,4583228007,1654676511000
619,7174,4059275204,1662415459000
620,6155,9180895956,1650229043000
621,3900,0111282888,1641624852000
622,9773,2450842276,1652802300000
623,5581,2010838890,1648590014000
624,2850,2980081701,1638508758000
625,1832,2729890904,1660125666000
626,4106,3454866537,1665082872000
627,6804,7035703861,1639442740000
628,5352,5203486778,1663646871000
629,8679,1840093625,1661660109000
630,9486,7520185559,1661010992000
631,8134,5061858387,1643345601000
632,7624,5350684175,1642789025000
633,3806,0532234669,1641988542000
634,2984,4064609409,1638572017000
635,6045,9000617677,1666245458000
636,4728,3512994784,1640026790000
637,8342,6234629407,1642617428000
638,4951,3349783724,1639905032000
639,8052,5838547766,1645290240000
640,7793,3268090311,1658387728000
641,5861,9595348953,1638651094000
642,3477,4413986342,1646279932000
643,1083,5622956544,1652285830000
644,5267,3132710490,1656279137000
645,3524,5674879435,1665825754000
646,2701,0833856537,1651916708000
647,1468,9837650184,1637408431000
648,6664,8292338519,1640708488000
649,4385,1788232127,1647479057000
650,5797,4392902900,1659720176000
651,5084,5464926054,1639555307000
652,6625,4395329160,1657763626000
653,4713,9741997272,1636384930000
654,3770,1084973871,1658126893000
655,3112,8608660164,1638051484000
656,2750,6049653380,1640687087000
657,4061,7512681542,1666541610000
658,7724,7735629532,1642235196000
659,4798,5680678764,1657134616000
660,1260,7420213208,1649757587000
661,8107,0266241093,1639954716000
662,4686,1422948676,1638061211000
663,4719,3828192912,1642347193000
664,9346,9378607098,1639550068000
665,7792,9141072243,1648866694000
666,3510,7087272985,1665678253000
667,6704,9941690839,1637078347000
668,4534,8234113127,1663613705000
669,2911,4640305052,1662786456000
670,9003,9190352572,1643445198000
671,5366,7971937792,1660980919000
672,5367,7386119992,1642267336000
673,9706,4553696525,1649273927000
674,7616,9092779334,1658962291000
675,5733,8044260986,1664049671000
676,6048,6240794287,1663916691000
677,8497,5576794524,1665957412000
678,8694,0309116554,1660871841000
679,2326,6016340057,1648644758000
680,5378,2984236564,1649004102000
681,1158,2714741533,1658682178000
682,6024,4064063104,1663321349000
683,4016,1694967999,1649595096000
684,7734,1827792795,1648458313000
685,5382,6013656908,1641497959000
686,6686,3495128654,1638027470000
687,6308,3765695351,1649316269000
688,1806,6610518408,1657623606000
689,5139,5397081663,1645434297000
690,5741,5026803865,1662932095000
691,3135,1463746857,1656813729000
692,1569,8877587024,1640478244000
693,9801,3052668870,1652767165000
694,1646,3390402225,1642792193000
695,1993,1705477100,1637933956000
696,7049,6655459508,1648499533000
697,9172,5605992953,1649345174000
698,4351,1986064204,1655086806000
699,8555,8507906346,1644670697000
700,1657,9852787500,1663964308000
701,5548,7023734252,1635860772000
702,9956,2482797969,1662438457000
703,5683,6772507525,1636147489000
704,3734,0980178886,1661609438000
705,6896,8976842596,1659894442000
706,9030,8005736975,1646222624000
707,6451,0430532199,1645397473000
708,3993,5198569062,1656508925000
709,8707,4278333366,1652261333000
710,4232,2103102134,1650142816000
711,1182,5479109499,1650595082000
712,6058,4931639054,1643886455000
713,9215,5314548593,1640050811000
714,9765,1643314084,1664647623000
715,5676,7071439877,1635531209000
716,5695,6302550203,1660681798000
717,9904,8973539000,1645342275000
718,2829,2617535924,1659272975000
719,1365,6505193278,1651957075000
720,5277,7506782081,1651605862000
721,3370,9963565727,1636641275000
722,2871,5545537317,1644194864000
723,2052,5357921547,1648783571000
724,8551,0693018496,1661700972000
725,5422,1314964135,1638920989000
726,5275,0407070907,1644952897000
727,3683,5759354035,1658294506000
728,5060,9681847385,1635241638000
729,9831,3612204831,1666102512000
730,9443,7913587539,1635930612000
731,1135,0145581241,1664218498000
732,4710,5050731194,1666069378000
733,7644,5466170038,1652306687000
734,7397,2157518010,1665332326000
735,9979,4604974802,1641725655000
736,5389,2262539553,1645997919000
737,9555,8002620356,1641392558000
738,8926,4212938693,1658974080000
739,6654,1261438396,1648418430000
740,6258,9985185587,1648748120000
741,1936,3892745323,1658292151000
742,1556,3253736938,1643052683000
743,6138,8385817891,1655013299000
744,9935,7625279227,1636296067000
745,1975,1217180818,1638281404000
746,2416,7526281355,1654913294000
747,4477,2529015104,1644325120000
748,3536,6362358287,1650390442000
749,5671,1331006384,1655119979000
750,5962,5745252871,1653300205000
751,3310,3676685237,1643215345000
752,7346,0259406716,1655996045000
753,4683,7881274840,1646789039000
754,3977,0144632802,1652662811000
755,4359,7668692177,1663216466000
756,6020,5907515309,1643581810000
757,2860,8562199419,1655949593000
758,3786,1687877726,1635598914000
759,3456,3280432030,1663021085000
760,7757,4791202163,1640242524000
761,4866,0975988166,1649093552000
762,8883,1058274996,1649608559000
763,8327,4002102122,1641860865000
764,2623,0355855100,1639513304000
765,4696,1364037181,1642058417000
766,1315,0151582270,1649916290000
767,4782,4145014596,1637972589000
768,2812,5724520346,1643587627000
769,4118,7562783683,1654260724000
770,7507,8495479907,1659239632000
771,8501,8931021070,1657027134000
772,2080,2421915554,1637978065000
773,9727,8427719116,1663193758000
774,3974,0496485415,1641419205000
775,4733,6082042492,1644923714000
776,9800,6136626926,1636542223000
777,1434,3134684004,1644048418000
778,8151,7649658651,1665676777000
779,7283,0699146836,1644976735000
780,4049,7185076447,1655333514000
781,1126,4231232520,1651427097000
782,7503,1301251607,1650458225000
783,5095,0236922912,1653406578000
784,2891,4569476775,1663420263000
785,2667,5271239004,1639545170000
786,7059,1399858408,1647899084000
787,1721,1924400871,1658411584000
788,7369,3546665198,1641746838000
789,4858,9037641784,1654893153000
790,5875,2088260951,1657105911000
791,6236,1855478749,1638683258000
792,2260,4031218788,1641226073000
793,4736,9791189374,1648584569000
794,2776,5959803410,1636658766000
795,3085,9866450015,1664735532000
796,7631,1366537149,1655962702000
797,5306,1310229791,1642243848000
798,5205,8627997713,1661305574000
799,8452,6261336261,1658287153000
800,1429,4033610995,1652723330000
801,8060,0080912591,1656025643000
802,5670,3255956811,1635286842000
803,1550,1589191404,1665443289000
804,4013,1200031989,1651086126000
805,7195,7829938296,1656501730000
806,1557,0652582354,1662287599000
807,1671,7109595056,1645925431000
808,8645,8865967722,1652161106000
809,9843,6838783452,1639167446000
810,3997,0178407623,1664598588000
811,8392,0770836402,1657282453000
812,4067,8114037040,1657315495000
813,2730,7000516364,1656772676000
814,3645,3161995694,1656043107000
815,8544,9538475968,1654614981000
816,1951,9757030600,1637574830000
817,1152,7340378073,1651682781000
818,6340,3030723208,1647438987000
819,6675,4769453388,1663529902000
820,5097,5594045937,1656134763000
821,8189,9460791026,1657469692000
822,7722,8297568741,1664935117000
823,9025,5235801628,1660638579000
824,4524,5820193075,1648698868000
825,7336,7164550719,1644742748000
826,8749,9372504246,1641859919000
827,6594,2385952343,1644040952000
828,4730,6793748998,1639001112000
829,9560,2438065605,1657046167000
830,3487,5185266473,1639389429000
831,6735,9594195525,1655443752000
832,9591,1229048243,1638678215000
833,3473,9410703808,1648366093000
834,9531,5150782025,1661263472000
835,2471,5799384555,1651515600000
836,8777,7547555144,1648065809000
837,1797,5594869557,1638063940000
838,8406,6583722739,1635868167000
839,1851,3328630295,1655098275000
840,6171,7553651141,1665702538000
841,8536,1097562816,1643412043000
842,9789,0079466567,1653155470000
843,1516,4699013597,1655854243000
844,9090,4046066873,1651775073000
845,4980,9279053841,1649584350000
846,5061,9398990989,1642617892000
847,9923,2632174309,1655229337000
848,2876,2562393074,1665477007000
849,2165,0930629736,1657736092000
850,9993,4814788754,1643270377000
851,3290,0766702324,1639280081000
852,5802,4257155558,1650180166000
853,9642,8519503659,1638487226000
854,8417,9794022101,1654621054000
855,9232,6984720095,1648475604000
856,6026,9703995810,1645195621000
857,3942,2512721906,1647457963000
858,4279,7691542038,1647025809000
859,4880,1625259107,1640872896000
860,5293,3196848701,1658278541000
861,3371,6798735363,1654912656000
862,4180,0765245647,1664182895000
863,7966,5429135569,1650917968000
864,2986,0079711936,1657251834000
865,9986,7495525983,1665781187000
866,4053,6762399495,1642735588000
867,3804,0198638329,1655543050000
868,9462,7681413332,1642773549000
869,5763,0601270495,1666321229000
870,8322,1230672540,1652539191000
871,1115,1646577876,1653690954000
